full_name,first_name,last_name,age,team,position,fantasy_positions,depth_chart_position,depth_chart_order,status,number,height,weight,college,years_exp,injury_status,cache_date
Treylen Brown,Treylen,Brown,24.0,,C,,,,Active,,75,310.0,Jacksonville State,0.0,,2024-09-17
Chim Okorafor,Chim,Okorafor,25.0,,OT,OT,,,Active,64.0,78,320.0,Benedictine,1.0,,2024-09-17
Desmond King,Desmond,King,29.0,HOU,DB,DB,,,Active,25.0,70,201.0,Iowa,7.0,,2024-09-17
Zac Kerin,Zac,Kerin,30.0,,G,OL,,,Inactive,69.0,77,305.0,Toledo,8.0,,2024-09-17
Demetrious Cox,Demetrious,Cox,27.0,,SS,DB,,,Inactive,37.0,72,200.0,Michigan State,5.0,,2024-09-17
Kenneth Durden,Kenneth,Durden,29.0,,CB,DB,,,Inactive,38.0,73,180.0,Youngstown State,6.0,,2024-09-17
Tyler Lacy,Tyler,Lacy,24.0,JAX,DE,DL,LDT,2.0,Active,93.0,76,279.0,Oklahoma State,1.0,Out,2024-09-17
Hunter Nourzad,Hunter,Nourzad,23.0,KC,OL,OL,OL,,Active,60.0,75,317.0,Penn State,0.0,,2024-09-17
Andrew Williamson,Andrew,Williamson,29.0,,SS,DB,,,Active,0.0,73,212.0,Vanderbilt,6.0,,2024-09-17
Bryan Walters,Bryan,Walters,32.0,,WR,WR,,,Injured Reserve,81.0,"6'0""",190.0,Cornell,10.0,,2024-09-17
Henry To'oTo'o,Henry,To'oTo'o,23.0,HOU,LB,LB,ROLB,1.0,Active,39.0,74,228.0,Alabama,1.0,,2024-09-17
Hauati Pututau,Hauati,Pututau,26.0,,DT,DL,,,Active,0.0,75,306.0,Utah,1.0,,2024-09-17
Ray Drew,Ray,Drew,25.0,,DE,DL,,,Inactive,65.0,"6'4""",265.0,Georgia,0.0,,2024-09-17
Chris Edwards,Chris,Edwards,29.0,,DB,DB,,,Inactive,38.0,74,215.0,Idaho,6.0,,2024-09-17
Dieugot Joseph,Dieugot,Joseph,27.0,,OT,OL,,,Inactive,67.0,78,302.0,Florida International,5.0,,2024-09-17
Shane McDermott,Shane,McDermott,26.0,,G,OL,,,Inactive,64.0,"6'4""",300.0,Miami,1.0,,2024-09-17
Kevin Dorsey,Kevin,Dorsey,27.0,,WR,WR,,,Inactive,6.0,"6'1""",207.0,Maryland,2.0,,2024-09-17
Will Johnson,Will,Johnson,31.0,,TE,"RB,TE",,,Inactive,46.0,"6'2""",238.0,West Virginia,8.0,,2024-09-17
Nic Melsop,Nic,Melsop,25.0,,T,OL,,,Inactive,66.0,78,332.0,Delta State,0.0,,2024-09-17
Drake Dorbeck,Drake,Dorbeck,25.0,,T,OL,,,Active,0.0,78,320.0,Southern Mississippi,2.0,,2024-09-17
Neal Sterling,Neal,Sterling,29.0,,TE,TE,,,Inactive,85.0,75,257.0,"Monmouth, N.J.",7.0,,2024-09-17
Joshua Simmons,Joshua,Simmons,25.0,,CB,DB,,,Active,48.0,75,205.0,Limestone,3.0,,2024-09-17
Chris Harper,Chris,Harper,26.0,,WR,WR,,,Inactive,3.0,"5'11""",175.0,California,5.0,,2024-09-17
Sean Modster,Sean,Modster,26.0,,WR,WR,,,Active,14.0,71,183.0,Boise State,3.0,,2024-09-17
Cole Beck,Cole,Beck,29.0,,WR,WR,,,Active,,73,195.0,Virginia Tech,0.0,,2024-09-17
Thurston Armbrister,Thurston,Armbrister,29.0,,LB,LB,,,Inactive,0.0,75,235.0,Miami,7.0,,2024-09-17
Charles Clay,Charles,Clay,32.0,,TE,TE,,,Active,85.0,75,246.0,Tulsa,11.0,,2024-09-17
Quinton Schooley,Quinton,Schooley,28.0,,C,OL,,,Active,0.0,76,298.0,North Carolina State,6.0,,2024-09-17
Justin Senior,Justin,Senior,27.0,,OT,OL,,,Active,0.0,77,310.0,Mississippi State,5.0,,2024-09-17
DeAngelo Williams,DeAngelo,Williams,37.0,,RB,RB,,,Inactive,34.0,"5'9""",215.0,Memphis,14.0,,2024-09-17
Nelson Spruce,Nelson,Spruce,29.0,,WR,WR,,,Inactive,5.0,74,196.0,Colorado,6.0,,2024-09-17
Zach Vigil,Zach,Vigil,30.0,,LB,LB,,,Inactive,56.0,74,238.0,Utah State,7.0,,2024-09-17
Drew Belcher,Drew,Belcher,25.0,,TE,TE,,,Active,82.0,75,250.0,Maine,3.0,,2024-09-17
Mo Alie-Cox,Mo,Alie-Cox,30.0,IND,TE,TE,TE,2.0,Active,81.0,77,267.0,VCU,7.0,,2024-09-17
Ace Sanders,Ace,Sanders,26.0,,WR,WR,,,Inactive,18.0,"5'7""",173.0,South Carolina,3.0,,2024-09-17
Ryan Lankford,Ryan,Lankford,25.0,,WR,WR,,,Inactive,85.0,"6'0""",175.0,Illinois,1.0,,2024-09-17
Mike Strachan,Mike,Strachan,27.0,,WR,WR,,,Active,86.0,77,225.0,Charleston (WV),3.0,,2024-09-17
Truman Jones,Truman,Jones,24.0,KC,DE,DL,,,Active,57.0,75,250.0,Harvard,1.0,,2024-09-17
Mario Williams,Mario,Williams,35.0,,DE,DL,,,Inactive,94.0,"6'6""",292.0,North Carolina State,14.0,,2024-09-17
Tyler McDonald,Tyler,McDonald,26.0,,WR,WR,,,Inactive,15.0,"6'3""",190.0,South Carolina State,1.0,,2024-09-17
Kobe Jones,Kobe,Jones,26.0,,LB,"DL,LB",,,Active,54.0,75,255.0,Mississippi State,3.0,,2024-09-17
Ryan Griffin,Ryan,Griffin,33.0,,QB,QB,,,Active,4.0,76,218.0,Tulane,10.0,,2024-09-17
Vita Vea,Vita,Vea,29.0,TB,DT,DL,NT,1.0,Active,50.0,76,347.0,Washington,6.0,Questionable,2024-09-17
Rodger Saffold,Rodger,Saffold,35.0,,G,"OG,OL",,,Active,65.0,76,323.0,Indiana,14.0,,2024-09-17
Perrish Cox,Perrish,Cox,33.0,,CB,DB,,,Inactive,20.0,"6'0""",190.0,Oklahoma State,10.0,,2024-09-17
Micah Abraham,Micah,Abraham,23.0,,CB,DB,,,Active,33.0,70,185.0,Marshall,0.0,,2024-09-17
Trystan Colon,Trystan,Colon,26.0,ARI,C,OL,OL,,Active,63.0,75,313.0,Missouri,4.0,,2024-09-17
Robbie Chosen,Robbie,Chosen,31.0,MIA,WR,WR,,,Active,84.0,75,185.0,Temple,8.0,,2024-09-17
Jack Conklin,Jack,Conklin,30.0,CLE,OT,"OL,OT",OL,,Active,78.0,78,308.0,Michigan State,8.0,Out,2024-09-17
Nikita Whitlock,Nikita,Whitlock,29.0,,FB,RB,,,Inactive,49.0,"5'11""",250.0,Wake Forest,6.0,,2024-09-17
Deshaun Fenwick,Deshaun,Fenwick,24.0,,RB,RB,,,Active,35.0,73,223.0,Oregon State,0.0,,2024-09-17
Josh James,Josh,James,28.0,,G,OL,,,Active,0.0,78,315.0,"Carroll, Mont.",6.0,,2024-09-17
Ryan Davis,Ryan,Davis,31.0,,DE,"DL,LB",,,Injured Reserve,98.0,"6'2""",260.0,Bethune-Cookman,8.0,,2024-09-17
John Phillips,John,Phillips,34.0,,TE,TE,,,Inactive,82.0,77,251.0,Virginia,13.0,,2024-09-17
Stephen Anderson,Stephen,Anderson,31.0,,TE,TE,,,Active,40.0,75,230.0,California,8.0,,2024-09-17
GJ Kinne,GJ,Kinne,28.0,,QB,QB,,,Inactive,2.0,"6'2""",234.0,Tulsa,1.0,,2024-09-17
Marvin Bracy,Marvin,Bracy,28.0,,WR,WR,,,Active,87.0,69,172.0,Florida State,5.0,,2024-09-17
Tyreque Jones,Tyreque,Jones,25.0,,DB,DB,,,Active,33.0,74,195.0,Boise State,1.0,,2024-09-17
Jordan Matthews,Jordan,Matthews,32.0,CAR,TE,TE,,,Active,81.0,75,236.0,Vanderbilt,10.0,,2024-09-17
Rodarius Williams,Rodarius,Williams,26.0,,CB,DB,,,Active,28.0,72,193.0,Oklahoma State,2.0,,2024-09-17
Vosean Joseph,Vosean,Joseph,24.0,,OLB,LB,,,Inactive,50.0,73,230.0,Florida,3.0,,2024-09-17
Andrew Jacas,Andrew,Jacas,,,K,K,,,Inactive,0.0,,,,0.0,,2024-09-17
Ian Wild,Ian,Wild,27.0,,S,DB,,,Inactive,38.0,"6'0""",208.0,Mercyhurst,1.0,,2024-09-17
Major Wright,Major,Wright,32.0,,SS,DB,,,Inactive,31.0,"5'11""",204.0,Florida,10.0,,2024-09-17
Connor Bozick,Connor,Bozick,27.0,,G,OL,,,Active,74.0,77,320.0,Delaware,5.0,,2024-09-17
Jordan Cameron,Jordan,Cameron,32.0,,TE,TE,,,Inactive,84.0,"6'5""",249.0,Southern California,9.0,,2024-09-17
Leighton McCarthy,Leighton,McCarthy,25.0,,LB,LB,,,Inactive,0.0,75,220.0,Florida Atlantic,1.0,,2024-09-17
Jamin Davis,Jamin,Davis,25.0,WAS,LB,LB,LOLB,1.0,Active,52.0,75,234.0,Kentucky,3.0,Out,2024-09-17
Caleb Johnson,Caleb,Johnson,26.0,JAX,LB,LB,LOLB,2.0,Active,57.0,74,220.0,Houston Baptist,3.0,,2024-09-17
Danny Isidora,Danny,Isidora,28.0,,OL,"OG,OL",,,Active,66.0,75,306.0,Miami (FL),6.0,,2024-09-17
Mario Alford,Mario,Alford,28.0,,WR,WR,,,Inactive,15.0,"5'9""",180.0,West Virginia,5.0,,2024-09-17
Austin Trainor,Austin,Trainor,,,QB,QB,,,Inactive,9.0,"6'2""",212.0,West Georgia,0.0,,2024-09-17
Buddha Jones,Buddha,Jones,23.0,,NT,DL,,,Inactive,62.0,73,307.0,Troy,0.0,Questionable,2024-09-17
Jordan Wilkins,Jordan,Wilkins,29.0,,RB,RB,,,Active,30.0,73,216.0,Ole Miss,5.0,,2024-09-17
Hunter Kampmoyer,Hunter,Kampmoyer,26.0,,TE,TE,,,Active,84.0,76,243.0,Oregon,3.0,,2024-09-17
Jon Kitna,Jon,Kitna,47.0,,QB,QB,,,Inactive,3.0,"6'2""",219.0,Central Washington,24.0,,2024-09-17
Javelin Guidry,Javelin,Guidry,26.0,,CB,DB,,,Active,36.0,69,191.0,Utah,4.0,,2024-09-17
Mikey Bart,Mikey,Bart,26.0,,DE,"DL,LB",,,Active,64.0,75,270.0,North Carolina,5.0,,2024-09-17
Brennen Beyer,Brennen,Beyer,29.0,,ILB,LB,,,Inactive,0.0,75,266.0,Michigan,7.0,,2024-09-17
Richard Gouraige,Richard,Gouraige,25.0,BUF,OL,OL,,,Active,75.0,77,306.0,Florida,1.0,,2024-09-17
Niko Lalos,Niko,Lalos,27.0,NO,DE,DL,,,Active,57.0,77,269.0,Dartmouth,4.0,,2024-09-17
Timmy Jernigan,Timmy,Jernigan,29.0,,DT,DL,,,Active,0.0,74,295.0,Florida State,8.0,,2024-09-17
Josh Nurse,Josh,Nurse,25.0,,DB,DB,,,Inactive,38.0,75,200.0,Utah,2.0,,2024-09-17
Charlie Whitehurst,Charlie,Whitehurst,38.0,,QB,QB,,,Inactive,15.0,"6'5""",226.0,Clemson,14.0,,2024-09-17
Justin Skule,Justin,Skule,27.0,TB,OT,"OL,OT",OL,,Active,77.0,78,315.0,Vanderbilt,5.0,,2024-09-17
Jake Tonges,Jake,Tonges,25.0,SF,TE,TE,TE,3.0,Active,88.0,76,240.0,California,2.0,,2024-09-17
Josh Ferguson,Josh,Ferguson,28.0,,RB,RB,,,Active,36.0,70,205.0,Illinois,6.0,,2024-09-17
Kalif Phillips,Kalif,Phillips,27.0,,RB,RB,,,Active,34.0,70,221.0,North Carolina-Charlotte,5.0,,2024-09-17
Marcus Cromartie,Marcus,Cromartie,29.0,,FS,DB,,,Injured Reserve,46.0,"6'0""",195.0,Wisconsin,7.0,,2024-09-17
Steven Montez,Steven,Montez,26.0,,QB,QB,,,Active,12.0,77,230.0,Colorado,3.0,,2024-09-17
Mark Gilbert,Mark,Gilbert,26.0,,CB,DB,,,Inactive,46.0,73,192.0,Duke,2.0,Questionable,2024-09-17
Karsen Barnhart,Karsen,Barnhart,23.0,LAC,OL,OL,,,Active,61.0,77,316.0,Michigan,0.0,,2024-09-17
Brad Bars,Brad,Bars,28.0,,DE,"DL,LB",,,Inactive,66.0,"6'3""",263.0,Penn State,5.0,,2024-09-17
Darrin Reaves,Darrin,Reaves,28.0,,RB,RB,,,Inactive,24.0,70,220.0,Alabama-Birmingham,8.0,,2024-09-17
T.J. Vasher,T.J.,Vasher,24.0,,WR,WR,,,Active,16.0,77,210.0,Texas Tech,1.0,,2024-09-17
Max Duggan,Max,Duggan,23.0,,QB,QB,,,Active,8.0,73,207.0,TCU,1.0,,2024-09-17
Craig Stevens,Craig,Stevens,36.0,,TE,TE,,,Inactive,88.0,"6'3""",263.0,California,12.0,,2024-09-17
Theo Riddick,Theo,Riddick,30.0,,RB,RB,,,Injured Reserve,0.0,69,201.0,Notre Dame,9.0,,2024-09-17
Canon Rooker,Canon,Rooker,,,K,K,,,Inactive,15.0,"5'11""",192.0,,0.0,,2024-09-17
Josh Aubrey,Josh,Aubrey,29.0,,SS,DB,,,Inactive,31.0,"5'10""",200.0,Stephen F. Austin,7.0,,2024-09-17
Brandon Dillon,Brandon,Dillon,26.0,,TE,TE,,,Inactive,46.0,77,250.0,Marian (IN),4.0,Questionable,2024-09-17
C.J. Conrad,C.J.,Conrad,25.0,,TE,TE,,,Active,43.0,76,248.0,Kentucky,3.0,,2024-09-17
David Tepper,David,Tepper,,,,,,,Inactive,0.0,,,,0.0,,2024-09-17
Michael Ayers,Michael,Ayers,,,LB,LB,,,Active,43.0,74,223.0,Ashland,1.0,,2024-09-17
Justin Tuck,Justin,Tuck,37.0,,DE,DL,,,Inactive,91.0,"6'5""",265.0,Notre Dame,15.0,,2024-09-17
Matt Goncalves,Matt,Goncalves,23.0,IND,OL,OL,OL,,Active,71.0,78,317.0,Pittsburgh,0.0,,2024-09-17
Kendall Smith,Kendall,Smith,24.0,,DB,DB,,,Active,40.0,73,205.0,Illinois,1.0,,2024-09-17
Silas Kelly,Silas,Kelly,,,LB,LB,,,Active,0.0,76,229.0,Coastal Carolina,1.0,Questionable,2024-09-17
Segun Olubi,Segun,Olubi,24.0,IND,LB,LB,ROLB,2.0,Active,50.0,72,225.0,San Diego State,2.0,,2024-09-17
Leonard Williams,Leonard,Williams,30.0,SEA,DE,DL,LDE,1.0,Active,99.0,77,300.0,USC,9.0,,2024-09-17
Corrion Ballard,Corrion,Ballard,24.0,,S,DB,,,Active,35.0,75,200.0,Utah,3.0,,2024-09-17
Stefan McClure,Stefan,McClure,28.0,,SS,DB,,,Inactive,30.0,71,205.0,California,6.0,,2024-09-17
Jalyn Phillips,Jalyn,Phillips,23.0,,DB,DB,,,Active,35.0,73,205.0,Clemson,0.0,,2024-09-17
Dillon Gordon,Dillon,Gordon,28.0,,OT,OL,,,Active,0.0,76,322.0,Louisiana State,6.0,,2024-09-17
Kendall Calhoun,Kendall,Calhoun,27.0,,OT,OL,,,Active,0.0,79,300.0,Cincinnati,4.0,,2024-09-17
Kevin Brock,Kevin,Brock,31.0,,TE,TE,,,Inactive,85.0,"6'5""",249.0,Rutgers,3.0,,2024-09-17
Nick James,Nick,James,28.0,,DT,DL,,,Active,0.0,76,330.0,Mississippi State,5.0,,2024-09-17
D'Angelo Ross,D'Angelo,Ross,27.0,HOU,DB,DB,,,Active,37.0,69,190.0,New Mexico,5.0,,2024-09-17
Lavon Hooks,Lavon,Hooks,29.0,,DT,DL,,,Active,0.0,75,312.0,Mississippi,7.0,,2024-09-17
Aziz Shittu,Aziz,Shittu,27.0,,DT,DL,,,Inactive,67.0,74,288.0,Stanford,6.0,,2024-09-17
Mark Chapman,Mark,Chapman,,,WR,WR,,,Active,85.0,72,180.0,Central Michigan,4.0,,2024-09-17
Nnamdi Madubuike,Nnamdi,Madubuike,26.0,BAL,DT,DL,LDE,1.0,Active,92.0,75,305.0,Texas A&M,4.0,,2024-09-17
Brandon Cottom,Brandon,Cottom,29.0,,RB,RB,,,Active,42.0,76,265.0,Purdue,7.0,,2024-09-17
Rashard Fant,Rashard,Fant,27.0,,CB,DB,,,Active,29.0,70,180.0,Indiana,4.0,,2024-09-17
Alexander Hollins,Alexander,Hollins,25.0,,WR,WR,,,Active,0.0,73,166.0,Eastern Illinois,3.0,,2024-09-17
Dax Raymond,Dax,Raymond,27.0,PIT,TE,TE,,,Active,49.0,76,245.0,Utah State,3.0,,2024-09-17
Fred Lauina,Fred,Lauina,26.0,,G,OL,,,Active,60.0,76,315.0,Oregon State,4.0,,2024-09-17
Dadrion Taylor-Demerson,Dadrion,Taylor-Demerson,23.0,ARI,DB,DB,FS,2.0,Active,42.0,70,189.0,Texas Tech,0.0,,2024-09-17
Jake Bernstein,Jake,Bernstein,25.0,,G,OL,LG,3.0,Inactive,64.0,"6'3""",309.0,Vanderbilt,0.0,,2024-09-17
Markus Kuhn,Markus,Kuhn,31.0,,DT,DL,,,Inactive,94.0,"6'4""",303.0,North Carolina State,8.0,,2024-09-17
Dillon DeBoer,Dillon,DeBoer,27.0,,C,OL,,,Inactive,60.0,78,300.0,Florida Atlantic,5.0,,2024-09-17
Brycen Tremayne,Brycen,Tremayne,24.0,WAS,WR,WR,,,Active,89.0,76,212.0,Stanford,1.0,,2024-09-17
Aaron Green,Aaron,Green,29.0,,RB,RB,,,Inactive,36.0,71,205.0,Texas Christian,6.0,,2024-09-17
Demarcus Dobbs,Demarcus,Dobbs,32.0,,DE,DL,,,Inactive,95.0,"6'2""",282.0,Georgia,9.0,,2024-09-17
Glenn Winston,Glenn,Winston,31.0,,RB,RB,,,Inactive,28.0,"6'2""",220.0,"Northwood, Mich.",6.0,,2024-09-17
Tipa Galeai,Tipa,Galeai,25.0,,LB,"DL,LB",,,Inactive,40.0,77,229.0,Utah State,2.0,Questionable,2024-09-17
Ricky Stanzi,Ricky,Stanzi,30.0,,QB,QB,,,Inactive,2.0,"6'4""",228.0,Iowa,5.0,,2024-09-17
B.T. Sanders,B.T.,Sanders,26.0,,SS,DB,,,Active,47.0,72,195.0,Nicholls State,5.0,,2024-09-17
Ed Oliver,Ed,Oliver,26.0,BUF,DT,DL,LDT,1.0,Active,91.0,73,287.0,Houston,5.0,,2024-09-17
Isaiah Graham-Mobley,Isaiah,Graham-Mobley,24.0,,LB,LB,,,Active,0.0,73,230.0,Boston College,1.0,,2024-09-17
La'Mical Perine,La'Mical,Perine,26.0,,RB,RB,,,Active,35.0,71,216.0,Florida,4.0,,2024-09-17
Janarius Robinson,Janarius,Robinson,26.0,LV,DE,DL,LDE,2.0,Active,97.0,77,260.0,Florida State,3.0,,2024-09-17
William Campbell,William,Campbell,27.0,,G,OL,,,Inactive,64.0,"6'4""",311.0,Michigan,1.0,,2024-09-17
Elijah Shumate,Elijah,Shumate,24.0,,SS,DB,,,Inactive,41.0,"6'0""",216.0,Notre Dame,0.0,,2024-09-17
Brian Brown,Brian,Brown,27.0,,WR,WR,,,Active,3.0,74,205.0,Richmond,5.0,,2024-09-17
Alex Mollette,Alex,Mollette,25.0,,OL,OL,,,Active,61.0,74,300.0,Marshall,1.0,,2024-09-17
Zuri Henry,Zuri,Henry,24.0,,OL,OL,,,Active,65.0,78,310.0,Texas,0.0,,2024-09-17
Christopher Allen,Christopher,Allen,25.0,,LB,LB,,,Active,45.0,76,242.0,Alabama,1.0,Questionable,2024-09-17
Darius White,Darius,White,,,WR,WR,,,Inactive,6.0,"6'3""",205.0,Missouri,0.0,,2024-09-17
Aaron Casey,Aaron,Casey,24.0,,LB,LB,,,Active,44.0,73,231.0,Indiana,0.0,,2024-09-17
Justin Evans,Justin,Evans,26.0,,OT,OL,,,Active,65.0,77,315.0,South Carolina State,4.0,,2024-09-17
Algernon Brown,Algernon,Brown,30.0,,FB,RB,,,Active,30.0,73,250.0,Brigham Young,5.0,,2024-09-17
Keke Coutee,Keke,Coutee,26.0,,WR,WR,,,Active,88.0,71,180.0,Texas Tech,5.0,,2024-09-17
Pierre Strong,Pierre,Strong,25.0,CLE,RB,RB,RB,3.0,Active,20.0,71,215.0,South Dakota State,2.0,Out,2024-09-17
Hayes Pullard,Hayes,Pullard,29.0,,LB,LB,,,Inactive,50.0,72,235.0,Southern California,7.0,,2024-09-17
Jacob Eason,Jacob,Eason,26.0,,QB,QB,,,Active,7.0,78,226.0,Washington,4.0,,2024-09-17
Matt Weiser,Matt,Weiser,29.0,,TE,TE,,,Active,87.0,77,255.0,Buffalo,6.0,,2024-09-17
Wyatt Davis,Wyatt,Davis,25.0,,G,"OG,OL",,,Active,50.0,76,315.0,Ohio State,3.0,,2024-09-17
John Wetzel,John,Wetzel,30.0,,OG,"OG,OL",,,Inactive,75.0,79,328.0,Boston College,9.0,,2024-09-17
Mathew Sexton,Mathew,Sexton,26.0,,WR,WR,,,Active,87.0,70,176.0,Eastern Michigan,3.0,,2024-09-17
Jamie Newman,Jamie,Newman,24.0,,QB,QB,,,Inactive,10.0,76,230.0,Georgia,1.0,,2024-09-17
John Daka,John,Daka,24.0,,DE,"DL,LB",,,Active,0.0,74,240.0,James Madison,2.0,,2024-09-17
Jhaustin Thomas,Jhaustin,Thomas,28.0,,DT,DL,,,Active,0.0,78,275.0,Iowa State,5.0,,2024-09-17
Jordan Jenkins,Jordan,Jenkins,28.0,,DE,"DL,LB",,,Inactive,94.0,75,259.0,Georgia,7.0,Questionable,2024-09-17
Simeon Rice,Simeon,Rice,,,DE,DL,,,Inactive,97.0,,,,0.0,,2024-09-17
Shelley Smith,Shelley,Smith,33.0,,G,OL,,,Inactive,73.0,"6'4""",310.0,Colorado State,10.0,,2024-09-17
Zack Bailey,Zack,Bailey,28.0,,G,OL,,,Active,61.0,77,299.0,South Carolina,5.0,,2024-09-17
Morgan Cox,Morgan,Cox,38.0,TEN,LS,LS,LS,,Active,46.0,76,233.0,Tennessee,14.0,,2024-09-17
Davis Mills,Davis,Mills,25.0,HOU,QB,QB,QB,2.0,Active,10.0,76,225.0,Stanford,3.0,,2024-09-17
Deon Bush,Deon,Bush,31.0,KC,DB,DB,,,Active,26.0,72,200.0,Miami (FL),8.0,,2024-09-17
Caleb Chapman,Caleb,Chapman,,,WR,WR,,,Active,,77,220.0,Incarnate Word,0.0,,2024-09-17
Shane Wynn,Shane,Wynn,29.0,,WR,WR,,,Inactive,0.0,67,167.0,Indiana,7.0,,2024-09-17
Andre Carter,Andre,Carter,24.0,,DL,DL,,,Active,46.0,77,270.0,Indiana,0.0,,2024-09-17
Deveron Carr,Deveron,Carr,28.0,,CB,DB,,,Inactive,1.0,"5'11""",190.0,Arizona State,2.0,,2024-09-17
Taylor Symmank,Taylor,Symmank,29.0,,P,P,,,Active,9.0,75,193.0,Texas Tech,5.0,,2024-09-17
Trevin Wade,Trevin,Wade,31.0,,CB,DB,,,Inactive,49.0,"5'10""",190.0,Arizona,8.0,,2024-09-17
Frank Zombo,Frank,Zombo,34.0,,LB,LB,,,Inactive,51.0,75,254.0,Central Michigan,12.0,,2024-09-17
Adam Prentice,Adam,Prentice,27.0,NO,FB,RB,RB,3.0,Active,46.0,72,245.0,South Carolina,3.0,,2024-09-17
Corey Mayfield,Corey,Mayfield,23.0,,CB,DB,,,Active,39.0,70,194.0,UTSA,1.0,,2024-09-17
Damar Hamlin,Damar,Hamlin,26.0,BUF,DB,DB,SS,1.0,Active,3.0,72,200.0,Pittsburgh,3.0,,2024-09-17
Josh Ali,Josh,Ali,25.0,,WR,WR,,,Active,80.0,72,200.0,Kentucky,2.0,,2024-09-17
Jack Cichy,Jack,Cichy,26.0,,LB,LB,,,Active,48.0,74,238.0,Wisconsin,4.0,,2024-09-17
Seth Benson,Seth,Benson,24.0,,LB,LB,,,Active,57.0,72,231.0,Iowa,1.0,,2024-09-17
Tevin Reese,Tevin,Reese,26.0,,WR,WR,,,Inactive,16.0,"5'10""",163.0,Baylor,1.0,,2024-09-17
Joshua Kaindoh,Joshua,Kaindoh,24.0,,DE,DL,,,Active,59.0,78,260.0,Florida State,2.0,,2024-09-17
Stephon Robinson,Stephon,Robinson,,,WR,WR,,,Active,0.0,69,181.0,Kansas State,1.0,,2024-09-17
Emmanuel Moseley,Emmanuel,Moseley,28.0,DET,CB,DB,DB,,Inactive,4.0,71,192.0,Tennessee,6.0,IR,2024-09-17
Ameer Abdullah,Ameer,Abdullah,31.0,LV,RB,RB,RB,3.0,Active,8.0,69,203.0,Nebraska,9.0,,2024-09-17
Kahzin Daniels,Kahzin,Daniels,26.0,,OLB,LB,,,Active,0.0,76,240.0,"Charleston, W. Va.",3.0,,2024-09-17
Brittan Golden,Brittan,Golden,32.0,,WR,WR,,,Injured Reserve,83.0,"5'11""",186.0,West Texas A&M,8.0,,2024-09-17
Darius Eubanks,Darius,Eubanks,29.0,,LB,LB,,,Inactive,49.0,"6'1""",215.0,Georgia Southern,7.0,,2024-09-17
Keith Lumpkin,Keith,Lumpkin,26.0,,OT,OL,,,Inactive,66.0,"6'7""",327.0,Rutgers,0.0,,2024-09-17
Matt Forte,Matt,Forte,34.0,,RB,RB,,,Inactive,22.0,"6'2""",218.0,Tulane,12.0,,2024-09-17
Austin Cutting,Austin,Cutting,25.0,,LS,LS,,,Inactive,58.0,75,245.0,Air Force,3.0,,2024-09-17
Dion Lewis,Dion,Lewis,31.0,,RB,RB,,,Injured Reserve,0.0,68,195.0,Pittsburgh,11.0,,2024-09-17
Nathan Shepherd,Nathan,Shepherd,30.0,NO,DT,DL,LDT,1.0,Active,93.0,76,315.0,Fort Hays State,6.0,,2024-09-17
Anthony Brown,Anthony,Brown,26.0,,QB,QB,,,Active,5.0,73,217.0,Oregon,2.0,,2024-09-17
Drew Lock,Drew,Lock,27.0,NYG,QB,QB,QB,2.0,Active,2.0,76,228.0,Missouri,5.0,,2024-09-17
Lorenzo Carter,Lorenzo,Carter,28.0,ATL,LB,"DL,LB",ROLB,1.0,Active,0.0,77,264.0,Georgia,6.0,,2024-09-17
Aaron Patrick,Aaron,Patrick,26.0,,DE,DL,,,Active,94.0,76,245.0,Eastern Kentucky,2.0,,2024-09-17
Rasheed Williams,Rasheed,Williams,,,RB,RB,,,Inactive,0.0,,,,,,2024-09-17
Mike Scifres,Mike,Scifres,39.0,,P,P,,,Inactive,5.0,"6'2""",215.0,Western Illinois,17.0,,2024-09-17
Alex Barrett,Alex,Barrett,30.0,SF,DE,DL,,,Active,58.0,74,250.0,San Diego State,7.0,,2024-09-17
Paul Perkins,Paul,Perkins,27.0,,RB,RB,,,Active,0.0,71,213.0,UCLA,6.0,,2024-09-17
Trey Sermon,Trey,Sermon,25.0,IND,RB,RB,RB,2.0,Active,27.0,72,215.0,Ohio State,3.0,,2024-09-17
Eric Lee,Eric,Lee,27.0,,DE,"DL,LB",,,Inactive,55.0,75,260.0,South Florida,6.0,,2024-09-17
Taryn Christion,Taryn,Christion,,,QB,QB,,,Active,5.0,74,225.0,South Dakota State,3.0,,2024-09-17
Amari Gainer,Amari,Gainer,24.0,LV,LB,LB,LOLB,2.0,Active,53.0,75,236.0,North Carolina,0.0,,2024-09-17
Dominique Robinson,Dominique,Robinson,26.0,CHI,DL,DL,RDE,3.0,Active,90.0,77,253.0,Miami (OH),2.0,Out,2024-09-17
Darius Clark,Darius,Clark,25.0,,RB,RB,,,Active,0.0,74,210.0,Newberry,1.0,Questionable,2024-09-17
Javon Leake,Javon,Leake,23.0,,RB,RB,,,Active,40.0,72,206.0,Maryland,2.0,,2024-09-17
Robert Blanton,Robert,Blanton,31.0,,FS,DB,,,Inactive,29.0,"6'1""",200.0,Notre Dame,8.0,,2024-09-17
Joel Bouagnon,Joel,Bouagnon,26.0,,RB,RB,,,Active,34.0,74,228.0,Northern Illinois,5.0,,2024-09-17
Lawrence White,Lawrence,White,23.0,,DB,DB,,,Active,28.0,72,197.0,Iowa State,1.0,,2024-09-17
